category,price,quantity,total_value,age,gender,region,segment,churn,tenure_months,sentiment,sale_year,sale_month,sale_quarter,sale_day_of_week,sale_is_weekend,days_since_last_purchase,avg_order_value,price_per_unit,high_value_customer,bulk_buyer,tenure_years,new_customer,loyal_customer,recent_customer,at_risk_customer,age_group,price_category,total_clv,avg_order_value_customer,order_frequency,clv_per_month,feedback_length,feedback_word_count,gender_encoded,region_encoded,segment_encoded,sentiment_encoded,category_encoded,age_group_encoded,price_category_encoded
Furniture,12000,5,60000,33,Female,West,Corporate,1,7,Positive,2020,11,4,6,1,151,60000,12000,0,0,0.5833333333333334,0,0,0,0,26-35,Medium,208000,41600.0,5,26000.0,41,7,0,3,1,2,1,1,2
Electronics,12000,1,12000,57,Male,North,Small Business,1,33,Neutral,2020,2,1,5,1,182,12000,12000,0,0,2.75,0,0,0,1,55+,Medium,222000,111000.0,2,6529.411764705882,25,5,1,1,2,1,0,4,2
Electronics,3000,5,15000,34,Female,East,Corporate,1,41,Positive,2023,1,1,0,0,280,15000,3000,0,0,3.4166666666666665,0,1,0,1,26-35,Low,124000,20666.67,6,2952.3809523809523,27,3,0,0,1,2,0,1,1
Electronics,12000,2,24000,57,Female,East,Small Business,0,28,Positive,2020,6,2,0,0,187,24000,12000,0,0,2.3333333333333335,0,0,0,1,55+,Medium,327000,65400.0,5,11275.862068965518,30,4,0,0,2,2,0,4,2
Electronics,45000,1,45000,40,Female,East,Small Business,0,19,Positive,2020,12,4,0,0,107,45000,45000,0,0,1.5833333333333333,0,0,0,0,36-45,High,93500,23375.0,4,4675.0,27,3,0,0,2,2,0,2,0
Furniture,12000,3,36000,29,Female,West,Consumer,0,12,Neutral,2020,11,4,1,0,249,36000,12000,0,0,1.0,0,0,0,1,26-35,Medium,96000,32000.0,3,7384.615384615385,39,6,0,3,0,1,1,1,2
Electronics,70000,4,280000,39,Male,East,Corporate,1,14,Positive,2020,12,4,2,0,7,280000,70000,1,0,1.1666666666666667,0,0,1,0,36-45,Premium,568000,94666.67,6,37866.666666666664,27,3,1,0,1,2,0,2,3
Office Supplies,100,1,100,63,Female,North,Corporate,1,45,Negative,2020,7,3,2,0,158,100,100,0,0,3.75,0,1,0,0,55+,Low,348100,69620.0,5,7567.391304347826,29,5,0,1,1,0,2,4,1
Electronics,15000,2,30000,37,Female,South,Corporate,0,12,Neutral,2020,9,3,5,1,207,30000,15000,0,0,1.0,0,0,0,1,36-45,Medium,162000,40500.0,4,12461.538461538461,27,4,0,2,1,1,0,2,2
Furniture,12000,3,36000,31,Male,North,Small Business,1,2,Neutral,2023,3,1,3,0,71,36000,12000,0,0,0.16666666666666666,1,0,0,0,26-35,Medium,306600,43800.0,7,102200.0,27,4,1,1,2,1,1,1,2
Electronics,25000,2,50000,41,Female,North,Corporate,0,53,Neutral,2020,7,3,3,0,82,50000,25000,0,0,4.416666666666667,0,1,0,0,36-45,Medium,287400,41057.14,7,5322.222222222223,34,4,0,1,1,1,0,2,2
Electronics,25000,5,125000,18,Female,West,Corporate,0,39,Positive,2020,7,3,0,0,196,125000,25000,1,0,3.25,0,1,0,1,18-25,Medium,407000,81400.0,5,10175.0,27,3,0,3,1,2,0,0,2
Electronics,70000,4,280000,27,Female,South,Consumer,0,51,Positive,2022,2,1,0,0,232,280000,70000,1,0,4.25,0,1,0,1,26-35,Premium,385000,96250.0,4,7403.846153846154,41,7,0,2,0,2,0,1,3
Furniture,8000,1,8000,61,Female,East,Consumer,0,54,Neutral,2021,7,3,1,0,31,8000,8000,0,0,4.5,0,1,0,0,55+,Low,272000,68000.0,4,4945.454545454545,32,5,0,0,0,1,1,4,1
Electronics,45000,4,180000,57,Female,South,Consumer,1,25,Neutral,2022,10,4,0,0,246,180000,45000,1,0,2.0833333333333335,0,0,0,1,55+,High,561000,80142.86,7,21576.923076923078,32,5,0,2,0,1,0,4,0
Electronics,70000,4,280000,58,Male,West,Small Business,0,10,Positive,2021,2,1,0,0,137,280000,70000,1,0,0.8333333333333334,0,0,0,0,55+,Premium,505000,168333.33,3,45909.09090909091,27,3,1,3,2,2,0,4,3
Furniture,12000,1,12000,50,Male,South,Small Business,0,30,Positive,2021,12,4,0,0,332,12000,12000,0,0,2.5,0,0,0,1,46-55,Medium,374000,74800.0,5,12064.516129032258,41,7,1,2,2,2,1,3,2
Electronics,12000,4,48000,34,Male,North,Corporate,1,49,Positive,2020,6,2,3,0,34,48000,12000,0,0,4.083333333333333,0,1,0,0,26-35,Medium,481500,80250.0,6,9630.0,30,4,1,1,1,2,0,1,2
Furniture,12000,4,48000,33,Male,East,Consumer,0,15,Positive,2023,4,2,5,1,273,48000,12000,0,0,1.25,0,0,0,1,26-35,Medium,186000,46500.0,4,11625.0,27,3,1,0,0,2,1,1,2
Electronics,70000,3,210000,20,Female,North,Small Business,0,21,Positive,2020,6,2,5,1,66,210000,70000,1,0,1.75,0,0,0,0,18-25,Premium,238400,59600.0,4,10836.363636363636,41,7,0,1,2,2,0,0,3
Electronics,15000,3,45000,18,Male,East,Corporate,0,32,Positive,2022,1,1,4,0,164,45000,15000,0,0,2.6666666666666665,0,0,0,0,18-25,Medium,45000,45000.0,1,1363.6363636363637,27,3,1,0,1,2,0,0,2
Electronics,3000,5,15000,29,Male,North,Consumer,1,13,Positive,2022,3,1,5,1,227,15000,3000,0,0,1.0833333333333333,0,0,0,1,26-35,Low,635000,158750.0,4,45357.142857142855,30,4,1,1,0,2,0,1,1
Office Supplies,100,1,100,53,Male,North,Small Business,0,38,Positive,2020,2,1,0,0,173,100,100,0,0,3.1666666666666665,0,1,0,0,46-55,Low,200,100.0,2,5.128205128205129,41,7,1,1,2,2,2,3,1
Office Supplies,100,3,300,23,Female,West,Consumer,0,26,Neutral,2021,9,3,4,0,73,300,100,0,0,2.1666666666666665,0,0,0,0,18-25,Low,12800,4266.67,3,474.0740740740741,32,5,0,3,0,1,2,0,1
Electronics,70000,1,70000,51,Female,East,Consumer,1,53,Neutral,2021,8,3,5,1,92,70000,70000,0,0,4.416666666666667,0,1,0,0,46-55,Premium,330000,82500.0,4,6111.111111111111,25,5,0,0,0,1,0,3,3
Electronics,3000,3,9000,55,Male,West,Consumer,0,22,Positive,2022,8,3,3,0,253,9000,3000,0,0,1.8333333333333333,0,0,0,1,46-55,Low,84000,21000.0,4,3652.1739130434785,27,3,1,3,0,2,0,3,1
Furniture,12000,1,12000,18,Female,West,Consumer,1,11,Positive,2020,4,2,5,1,276,12000,12000,0,0,0.9166666666666666,0,0,0,1,18-25,Medium,536000,89333.33,6,44666.666666666664,30,4,0,3,0,2,1,0,2
Furniture,12000,3,36000,39,Male,West,Consumer,0,22,Neutral,2021,3,1,2,0,171,36000,12000,0,0,1.8333333333333333,0,0,0,0,36-45,Medium,51200,17066.67,3,2226.086956521739,39,6,1,3,0,1,1,2,2
Electronics,12000,5,60000,23,Male,East,Consumer,1,14,Neutral,2022,6,2,4,0,186,60000,12000,0,0,1.1666666666666667,0,0,0,1,18-25,Medium,60200,30100.0,2,4013.3333333333335,34,4,1,0,0,1,0,0,2
Furniture,12000,3,36000,54,Male,South,Small Business,0,19,Neutral,2023,10,4,2,0,90,36000,12000,0,0,1.5833333333333333,0,0,0,0,46-55,Medium,1041000,173500.0,6,52050.0,34,4,1,2,2,1,1,3,2
Electronics,45000,4,180000,35,Female,South,Corporate,1,13,Positive,2023,7,3,1,0,156,180000,45000,1,0,1.0833333333333333,0,0,0,0,26-35,High,204000,102000.0,2,14571.42857142857,27,3,0,2,1,2,0,1,0
Furniture,8000,5,40000,38,Male,West,Corporate,1,41,Neutral,2020,2,1,4,0,205,40000,8000,0,0,3.4166666666666665,0,1,0,1,36-45,Low,195400,39080.0,5,4652.380952380952,25,5,1,3,1,1,1,2,1
Electronics,12000,3,36000,50,Female,West,Corporate,1,4,Negative,2020,11,4,1,0,147,36000,12000,0,0,0.3333333333333333,1,0,0,0,46-55,Medium,276000,46000.0,6,55200.0,29,5,0,3,1,0,0,3,2
Office Supplies,100,5,500,59,Male,East,Corporate,0,2,Positive,2022,10,4,1,0,109,500,100,0,0,0.16666666666666666,1,0,0,0,55+,Low,87600,21900.0,4,29200.0,27,3,1,0,1,2,2,4,1
Electronics,45000,1,45000,18,Male,North,Small Business,0,13,Positive,2021,5,2,0,0,270,45000,45000,0,0,1.0833333333333333,0,0,0,1,18-25,High,45400,22700.0,2,3242.8571428571427,30,4,1,1,2,2,0,0,0
Office Supplies,100,3,300,39,Female,East,Corporate,0,10,Neutral,2020,9,3,3,0,16,300,100,0,0,0.8333333333333334,0,0,1,0,36-45,Low,157300,52433.33,3,14300.0,27,4,0,0,1,1,2,2,1
Electronics,70000,3,210000,29,Male,East,Consumer,0,17,Neutral,2020,1,1,6,1,299,210000,70000,1,0,1.4166666666666667,0,0,0,1,26-35,Premium,475000,79166.67,6,26388.88888888889,32,5,1,0,0,1,0,1,3
Electronics,3000,4,12000,56,Female,North,Small Business,0,46,Negative,2023,3,1,4,0,212,12000,3000,0,0,3.8333333333333335,0,1,0,1,55+,Low,229000,57250.0,4,4872.340425531915,40,6,0,1,2,0,0,4,1
Electronics,15000,1,15000,46,Female,West,Consumer,0,39,Neutral,2023,4,2,6,1,304,15000,15000,0,0,3.25,0,1,0,1,46-55,Medium,99000,33000.0,3,2475.0,32,5,0,3,0,1,0,3,2
Furniture,12000,5,60000,36,Male,East,Consumer,1,15,Neutral,2020,11,4,1,0,215,60000,12000,0,0,1.25,0,0,0,1,36-45,Medium,123000,30750.0,4,7687.5,39,6,1,0,0,1,1,2,2
Electronics,45000,5,225000,48,Female,North,Corporate,0,25,Neutral,2020,12,4,3,0,192,225000,45000,1,0,2.0833333333333335,0,0,0,1,46-55,High,531400,88566.67,6,20438.46153846154,39,6,0,1,1,1,0,3,0
Office Supplies,100,1,100,38,Female,North,Small Business,0,6,Neutral,2021,7,3,3,0,250,100,100,0,0,0.5,1,0,0,1,36-45,Low,492400,70342.86,7,70342.85714285714,34,4,0,1,2,1,2,2,1
Furniture,8000,3,24000,52,Female,North,Small Business,0,5,Positive,2021,11,4,2,0,212,24000,8000,0,0,0.4166666666666667,1,0,0,1,46-55,Low,957000,119625.0,8,159500.0,30,4,0,1,2,2,1,3,1
Office Supplies,100,5,500,25,Male,North,Consumer,0,27,Neutral,2020,10,4,5,1,92,500,100,0,0,2.25,0,0,0,0,18-25,Low,135500,33875.0,4,4839.285714285715,39,6,1,1,0,1,2,0,1
Electronics,3000,2,6000,22,Male,South,Corporate,0,3,Positive,2022,7,3,0,0,83,6000,3000,0,0,0.25,1,0,0,0,18-25,Low,196100,32683.33,6,49025.0,30,4,1,2,1,2,0,0,1
Electronics,25000,2,50000,30,Male,West,Small Business,0,43,Positive,2022,9,3,6,1,214,50000,25000,0,0,3.5833333333333335,0,1,0,1,26-35,Medium,310000,103333.33,3,7045.454545454545,27,3,1,3,2,2,0,1,2
Furniture,8000,4,32000,38,Female,West,Consumer,1,27,Neutral,2021,7,3,0,0,12,32000,8000,0,0,2.25,0,0,1,0,36-45,Low,174000,34800.0,5,6214.285714285715,39,6,0,3,0,1,1,2,1
Electronics,12000,4,48000,24,Male,South,Corporate,0,15,Positive,2022,3,1,1,0,284,48000,12000,0,0,1.25,0,0,0,1,18-25,Medium,189000,37800.0,5,11812.5,27,3,1,2,1,2,0,0,2
Electronics,25000,1,25000,29,Male,West,Small Business,0,6,Neutral,2023,5,2,4,0,67,25000,25000,0,0,0.5,1,0,0,0,26-35,Medium,449500,64214.29,7,64214.28571428572,34,4,1,3,2,1,0,1,2
Office Supplies,100,5,500,30,Female,West,Small Business,0,35,Neutral,2021,12,4,4,0,248,500,100,0,0,2.9166666666666665,0,0,0,1,26-35,Low,112700,28175.0,4,3130.5555555555557,27,4,0,3,2,1,2,1,1
Furniture,12000,5,60000,46,Female,North,Corporate,1,30,Neutral,2020,9,3,0,0,263,60000,12000,0,0,2.5,0,0,0,1,46-55,Medium,710000,101428.57,7,22903.225806451614,34,4,0,1,1,1,1,3,2
Electronics,25000,1,25000,49,Female,East,Corporate,1,46,Neutral,2022,9,3,6,1,58,25000,25000,0,0,3.8333333333333335,0,1,0,0,46-55,Medium,75400,25133.33,3,1604.2553191489362,39,6,0,0,1,1,0,3,2
Electronics,12000,3,36000,48,Female,West,Corporate,0,27,Positive,2023,9,3,5,1,358,36000,12000,0,0,2.25,0,0,0,1,46-55,Medium,176000,88000.0,2,6285.714285714285,27,3,0,3,1,2,0,3,2
Electronics,25000,3,75000,58,Male,South,Small Business,0,13,Neutral,2020,9,3,6,1,99,75000,25000,0,0,1.0833333333333333,0,0,0,0,55+,Medium,107300,35766.67,3,7664.285714285715,34,4,1,2,2,1,0,4,2
Furniture,8000,4,32000,52,Male,West,Consumer,0,17,Negative,2023,11,4,4,0,199,32000,8000,0,0,1.4166666666666667,0,0,0,1,46-55,Low,319000,53166.67,6,17722.222222222223,40,6,1,3,0,0,1,3,1
Electronics,25000,3,75000,44,Male,South,Small Business,0,44,Neutral,2021,4,2,1,0,189,75000,25000,0,0,3.6666666666666665,0,1,0,1,36-45,Medium,350200,70040.0,5,7782.222222222223,25,5,1,2,2,1,0,2,2
Furniture,8000,1,8000,27,Male,South,Small Business,0,19,Negative,2020,8,3,6,1,254,8000,8000,0,0,1.5833333333333333,0,0,0,1,26-35,Low,50200,12550.0,4,2510.0,40,6,1,2,2,0,1,1,1
Office Supplies,100,3,300,22,Male,South,Corporate,1,43,Neutral,2023,8,3,4,0,6,300,100,0,0,3.5833333333333335,0,1,1,0,18-25,Low,143500,35875.0,4,3261.3636363636365,32,5,1,2,1,1,2,0,1
Furniture,8000,3,24000,53,Female,West,Corporate,0,49,Positive,2023,8,3,4,0,149,24000,8000,0,0,4.083333333333333,0,1,0,0,46-55,Low,458000,114500.0,4,9160.0,27,3,0,3,1,2,1,3,1
Electronics,15000,2,30000,40,Female,West,Small Business,1,37,Positive,2022,11,4,5,1,271,30000,15000,0,0,3.0833333333333335,0,1,0,1,36-45,Medium,138000,34500.0,4,3631.5789473684213,27,3,0,3,2,2,0,2,2
Office Supplies,100,5,500,41,Female,North,Small Business,1,34,Positive,2020,3,1,2,0,269,500,100,0,0,2.8333333333333335,0,0,0,1,36-45,Low,24500,12250.0,2,700.0,30,4,0,1,2,2,2,2,1
Furniture,12000,5,60000,19,Female,East,Consumer,1,6,Positive,2023,4,2,6,1,344,60000,12000,0,0,0.5,1,0,0,1,18-25,Medium,81500,20375.0,4,11642.857142857143,27,3,0,0,0,2,1,0,2
Electronics,15000,2,30000,34,Male,East,Consumer,0,11,Positive,2022,5,2,6,1,330,30000,15000,0,0,0.9166666666666666,0,0,0,1,26-35,Medium,99000,33000.0,3,8250.0,41,7,1,0,0,2,0,1,2
Office Supplies,100,1,100,38,Male,North,Corporate,1,34,Negative,2022,10,4,6,1,341,100,100,0,0,2.8333333333333335,0,0,0,1,36-45,Low,322100,40262.5,8,9202.857142857143,40,6,1,1,1,0,2,2,1
Electronics,25000,5,125000,52,Female,North,Small Business,0,5,Negative,2022,10,4,3,0,212,125000,25000,1,0,0.4166666666666667,1,0,0,1,46-55,Medium,957000,119625.0,8,159500.0,40,6,0,1,2,0,0,3,2
Furniture,12000,3,36000,40,Female,West,Small Business,0,34,Neutral,2022,7,3,5,1,190,36000,12000,0,0,2.8333333333333335,0,0,0,1,36-45,Medium,76000,38000.0,2,2171.4285714285716,39,6,0,3,2,1,1,2,2
Electronics,3000,5,15000,54,Female,North,Consumer,1,3,Positive,2023,3,1,1,0,177,15000,3000,0,0,0.25,1,0,0,0,46-55,Low,140000,70000.0,2,35000.0,27,3,0,1,0,2,0,3,1
Furniture,12000,3,36000,44,Female,West,Small Business,0,27,Positive,2023,10,4,3,0,238,36000,12000,0,0,2.25,0,0,0,1,36-45,Medium,510500,51050.0,10,18232.14285714286,41,7,0,3,2,2,1,2,2
Office Supplies,100,2,200,40,Female,South,Small Business,0,46,Positive,2023,11,4,6,1,239,200,100,0,0,3.8333333333333335,0,1,0,1,36-45,Low,401200,100300.0,4,8536.170212765957,30,4,0,2,2,2,2,2,1
Electronics,15000,1,15000,24,Male,North,Corporate,1,34,Positive,2020,3,1,2,0,201,15000,15000,0,0,2.8333333333333335,0,0,0,1,18-25,Medium,202300,40460.0,5,5780.0,27,3,1,1,1,2,0,0,2
Electronics,12000,5,60000,50,Female,West,Small Business,0,32,Positive,2021,9,3,4,0,8,60000,12000,0,0,2.6666666666666665,0,0,1,0,46-55,Medium,424000,70666.67,6,12848.484848484848,27,3,0,3,2,2,0,3,2
Electronics,3000,5,15000,36,Male,West,Small Business,0,49,Negative,2022,4,2,5,1,104,15000,3000,0,0,4.083333333333333,0,1,0,0,36-45,Low,15000,15000.0,1,300.0,40,6,1,3,2,0,0,2,1
Office Supplies,100,4,400,31,Female,East,Corporate,0,10,Neutral,2022,4,2,4,0,130,400,100,0,0,0.8333333333333334,0,0,0,0,26-35,Low,400,400.0,1,36.36363636363637,25,5,0,0,1,1,2,1,1
Electronics,70000,5,350000,36,Female,East,Small Business,0,15,Neutral,2021,3,1,5,1,48,350000,70000,1,0,1.25,0,0,0,0,36-45,Premium,425000,141666.67,3,26562.5,27,4,0,0,2,1,0,2,3
Electronics,12000,4,48000,37,Male,North,Small Business,0,26,Neutral,2022,9,3,6,1,335,48000,12000,0,0,2.1666666666666665,0,0,0,1,36-45,Medium,820500,102562.5,8,30388.88888888889,34,4,1,1,2,1,0,2,2
Electronics,12000,1,12000,22,Male,West,Corporate,0,59,Negative,2020,3,1,0,0,79,12000,12000,0,0,4.916666666666667,0,1,0,0,18-25,Medium,216000,54000.0,4,3600.0,40,6,1,3,1,0,0,0,2
Electronics,70000,4,280000,63,Female,West,Consumer,0,24,Positive,2020,7,3,5,1,229,280000,70000,1,0,2.0,0,0,0,1,55+,Premium,668000,111333.33,6,26720.0,41,7,0,3,0,2,0,4,3
Electronics,15000,4,60000,45,Male,North,Consumer,0,26,Neutral,2020,5,2,4,0,78,60000,15000,0,0,2.1666666666666665,0,0,0,0,36-45,Medium,60000,60000.0,1,2222.222222222222,39,6,1,1,0,1,0,2,2
Electronics,45000,3,135000,34,Male,South,Small Business,1,43,Positive,2020,12,4,0,0,26,135000,45000,1,0,3.5833333333333335,0,1,1,0,26-35,High,404500,57785.71,7,9193.181818181818,41,7,1,2,2,2,0,1,0
Furniture,8000,4,32000,25,Female,East,Small Business,0,13,Neutral,2020,5,2,6,1,359,32000,8000,0,0,1.0833333333333333,0,0,0,1,18-25,Low,224000,56000.0,4,16000.0,25,5,0,0,2,1,1,0,1
Office Supplies,100,4,400,26,Female,East,Consumer,0,56,Negative,2023,4,2,1,0,82,400,100,0,0,4.666666666666667,0,1,0,0,26-35,Low,60600,15150.0,4,1063.157894736842,40,6,0,0,0,0,2,1,1
Electronics,70000,4,280000,47,Female,East,Consumer,1,36,Negative,2023,3,1,6,1,68,280000,70000,1,0,3.0,0,1,0,0,46-55,Premium,541100,135275.0,4,14624.324324324325,29,5,0,0,0,0,0,3,3
Office Supplies,100,5,500,19,Male,South,Corporate,0,28,Neutral,2020,4,2,1,0,8,500,100,0,0,2.3333333333333335,0,0,1,0,18-25,Low,97100,19420.0,5,3348.2758620689656,25,5,1,2,1,1,2,0,1
Electronics,12000,1,12000,26,Male,West,Small Business,0,6,Neutral,2021,6,2,2,0,26,12000,12000,0,0,0.5,1,0,1,0,26-35,Medium,158000,52666.67,3,22571.428571428572,39,6,1,3,2,1,0,1,2
Electronics,70000,1,70000,56,Female,North,Corporate,0,48,Negative,2022,3,1,0,0,202,70000,70000,0,0,4.0,0,1,0,1,55+,Premium,747400,93425.0,8,15253.061224489797,40,6,0,1,1,0,0,4,3
Furniture,12000,4,48000,53,Female,South,Small Business,0,6,Neutral,2023,8,3,2,0,36,48000,12000,0,0,0.5,1,0,0,0,46-55,Medium,470000,67142.86,7,67142.85714285714,34,4,0,2,2,1,1,3,2
Electronics,15000,4,60000,32,Female,West,Small Business,0,33,Neutral,2023,11,4,3,0,58,60000,15000,0,0,2.75,0,0,0,0,26-35,Medium,492000,70285.71,7,14470.588235294117,32,5,0,3,2,1,0,1,2
Electronics,45000,3,135000,42,Female,North,Consumer,0,26,Negative,2023,1,1,3,0,316,135000,45000,1,0,2.1666666666666665,0,0,0,1,36-45,High,474000,79000.0,6,17555.555555555555,29,5,0,1,0,0,0,2,0
Furniture,12000,2,24000,48,Male,North,Consumer,0,55,Neutral,2022,7,3,5,1,308,24000,12000,0,0,4.583333333333333,0,1,0,1,46-55,Medium,311000,44428.57,7,5553.571428571428,32,5,1,1,0,1,1,3,2
Electronics,45000,3,135000,39,Female,West,Corporate,0,57,Positive,2022,6,2,3,0,0,135000,45000,1,0,4.75,0,1,1,0,36-45,High,255000,63750.0,4,4396.551724137931,27,3,0,3,1,2,0,2,0
Electronics,15000,4,60000,60,Female,North,Consumer,1,11,Positive,2021,9,3,2,0,127,60000,15000,0,0,0.9166666666666666,0,0,0,0,55+,Medium,364000,91000.0,4,30333.333333333332,41,7,0,1,0,2,0,4,2
Electronics,3000,1,3000,49,Female,South,Small Business,0,11,Neutral,2021,12,4,3,0,364,3000,3000,0,0,0.9166666666666666,0,0,0,1,46-55,Low,514000,57111.11,9,42833.333333333336,34,4,0,2,2,1,0,3,1
Furniture,8000,1,8000,42,Female,East,Small Business,0,9,Negative,2023,8,3,0,0,220,8000,8000,0,0,0.75,0,0,0,1,36-45,Low,422300,60328.57,7,42230.0,29,5,0,0,2,0,1,2,1
Electronics,3000,2,6000,61,Female,South,Small Business,1,22,Positive,2023,5,2,6,1,106,6000,3000,0,0,1.8333333333333333,0,0,0,0,55+,Low,696000,139200.0,5,30260.869565217392,30,4,0,2,2,2,0,4,1
Furniture,8000,5,40000,30,Male,South,Corporate,0,27,Neutral,2021,6,2,3,0,91,40000,8000,0,0,2.25,0,0,0,0,26-35,Low,570000,95000.0,6,20357.14285714286,39,6,1,2,1,1,1,1,1
Electronics,25000,4,100000,38,Male,West,Small Business,1,32,Neutral,2020,6,2,0,0,168,100000,25000,0,0,2.6666666666666665,0,0,0,0,36-45,Medium,271500,54300.0,5,8227.272727272728,39,6,1,3,2,1,0,2,2
Electronics,15000,5,75000,51,Female,South,Corporate,1,34,Positive,2022,8,3,5,1,321,75000,15000,0,0,2.8333333333333335,0,0,0,1,46-55,Medium,105000,35000.0,3,3000.0,30,4,0,2,1,2,0,3,2
Electronics,25000,1,25000,18,Male,North,Small Business,0,52,Positive,2023,4,2,1,0,319,25000,25000,0,0,4.333333333333333,0,1,0,1,18-25,Medium,184000,36800.0,5,3471.698113207547,30,4,1,1,2,2,0,0,2
Electronics,3000,5,15000,19,Female,East,Small Business,0,9,Positive,2021,12,4,3,0,182,15000,3000,0,0,0.75,0,0,0,1,18-25,Low,265200,66300.0,4,26520.0,41,7,0,0,2,2,0,0,1
Electronics,3000,4,12000,36,Female,East,Small Business,0,54,Positive,2020,7,3,5,1,89,12000,3000,0,0,4.5,0,1,0,0,36-45,Low,324200,81050.0,4,5894.545454545455,41,7,0,0,2,2,0,2,1
Electronics,15000,3,45000,27,Female,West,Consumer,1,30,Neutral,2023,8,3,0,0,137,45000,15000,0,0,2.5,0,0,0,0,26-35,Medium,267200,33400.0,8,8619.354838709678,34,4,0,3,0,1,0,1,2
Electronics,70000,2,140000,21,Male,North,Corporate,0,21,Neutral,2022,9,3,5,1,304,140000,70000,1,0,1.75,0,0,0,1,18-25,Premium,757000,126166.67,6,34409.09090909091,39,6,1,1,1,1,0,0,3
Electronics,45000,4,180000,20,Female,East,Consumer,0,10,Neutral,2022,1,1,2,0,302,180000,45000,1,0,0.8333333333333334,0,0,0,1,18-25,High,639500,91357.14,7,58136.36363636364,32,5,0,0,0,1,0,0,0
Electronics,3000,5,15000,18,Female,East,Small Business,0,16,Neutral,2023,1,1,5,1,293,15000,3000,0,0,1.3333333333333333,0,0,0,1,18-25,Low,166000,33200.0,5,9764.70588235294,25,5,0,0,2,1,0,0,1
Electronics,45000,3,135000,52,Male,West,Corporate,0,30,Neutral,2022,5,2,1,0,267,135000,45000,1,0,2.5,0,0,0,1,46-55,High,135500,67750.0,2,4370.967741935484,27,4,1,3,1,1,0,3,0
Electronics,70000,5,350000,51,Female,West,Corporate,0,23,Positive,2020,8,3,0,0,296,350000,70000,1,0,1.9166666666666667,0,0,0,1,46-55,Premium,562800,93800.0,6,23450.0,27,3,0,3,1,2,0,3,3
Furniture,12000,1,12000,33,Male,East,Consumer,0,20,Negative,2023,7,3,5,1,305,12000,12000,0,0,1.6666666666666667,0,0,0,1,26-35,Medium,96400,24100.0,4,4590.476190476191,29,5,1,0,0,0,1,1,2
Office Supplies,100,5,500,31,Female,South,Corporate,0,2,Neutral,2022,2,1,1,0,363,500,100,0,0,0.16666666666666666,1,0,0,1,26-35,Low,46900,11725.0,4,15633.333333333334,32,5,0,2,1,1,2,1,1
Electronics,25000,1,25000,64,Male,West,Consumer,0,15,Neutral,2021,1,1,0,0,38,25000,25000,0,0,1.25,0,0,0,0,55+,Medium,162400,40600.0,4,10150.0,32,5,1,3,0,1,0,4,2
Office Supplies,100,3,300,25,Female,South,Corporate,0,24,Positive,2023,10,4,3,0,227,300,100,0,0,2.0,0,0,0,1,18-25,Low,325300,108433.33,3,13012.0,41,7,0,2,1,2,2,0,1
Furniture,8000,5,40000,48,Female,East,Small Business,0,55,Neutral,2022,11,4,1,0,352,40000,8000,0,0,4.583333333333333,0,1,0,1,46-55,Low,141000,35250.0,4,2517.8571428571427,25,5,0,0,2,1,1,3,1
Office Supplies,100,5,500,59,Male,West,Small Business,1,4,Positive,2023,9,3,6,1,44,500,100,0,0,0.3333333333333333,1,0,0,0,55+,Low,90500,22625.0,4,18100.0,41,7,1,3,2,2,2,4,1
Electronics,15000,5,75000,55,Male,West,Small Business,0,29,Neutral,2020,4,2,5,1,239,75000,15000,0,0,2.4166666666666665,0,0,0,1,46-55,Medium,135000,33750.0,4,4500.0,25,5,1,3,2,1,0,3,2
Furniture,8000,3,24000,44,Female,East,Corporate,0,48,Neutral,2020,8,3,2,0,141,24000,8000,0,0,4.0,0,1,0,0,36-45,Low,74000,37000.0,2,1510.204081632653,27,4,0,0,1,1,1,2,1
Electronics,45000,3,135000,36,Female,West,Consumer,0,41,Neutral,2023,3,1,2,0,95,135000,45000,1,0,3.4166666666666665,0,1,0,0,36-45,High,735000,147000.0,5,17500.0,34,4,0,3,0,1,0,2,0
Electronics,25000,2,50000,28,Male,West,Consumer,0,44,Neutral,2021,10,4,0,0,244,50000,25000,0,0,3.6666666666666665,0,1,0,1,26-35,Medium,246000,61500.0,4,5466.666666666667,27,4,1,3,0,1,0,1,2
Electronics,15000,2,30000,41,Female,East,Corporate,0,55,Positive,2023,9,3,4,0,181,30000,15000,0,0,4.583333333333333,0,1,0,1,36-45,Medium,381000,63500.0,6,6803.571428571428,30,4,0,0,1,2,0,2,2
Electronics,70000,3,210000,18,Female,West,Consumer,0,5,Positive,2022,1,1,2,0,62,210000,70000,1,0,0.4166666666666667,1,0,0,0,18-25,Premium,412000,82400.0,5,68666.66666666667,30,4,0,3,0,2,0,0,3
Electronics,12000,1,12000,31,Male,West,Small Business,1,52,Neutral,2023,8,3,3,0,270,12000,12000,0,0,4.333333333333333,0,1,0,1,26-35,Medium,281200,35150.0,8,5305.66037735849,25,5,1,3,2,1,0,1,2
Electronics,15000,5,75000,58,Female,East,Corporate,0,23,Negative,2021,4,2,3,0,142,75000,15000,0,0,1.9166666666666667,0,0,0,0,55+,Medium,425500,70916.67,6,17729.166666666668,29,5,0,0,1,0,0,4,2
