sale_id,customer_id,sentiment_category,compound,total_value,price,quantity,feedback_text,word_count,sentence_count
S004199,CUST01427,Negative,-0.3089,75000,15000,5,"Met expectations, nothing special.",4,1
S004200,CUST00996,Negative,-0.3089,125000,25000,5,"Met expectations, nothing special.",4,1
S004201,CUST01989,Positive,0.4201,12000,3000,4,Highly recommend to others.,3,1
S004202,CUST00627,Positive,0.5719,500,100,5,Excellent customer service.,3,1
S004203,CUST00987,Negative,-0.4585,250,50,5,"Delivery was late, not happy.",3,1
S004204,CUST01221,Negative,-0.3089,50,50,1,"Met expectations, nothing special.",4,1
S004205,CUST00228,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S004206,CUST01132,Positive,0.5719,48000,12000,4,Excellent customer service.,3,1
S004207,CUST00171,Negative,-0.4767,100000,25000,4,"Terrible experience, will not buy again.",3,1
S004208,CUST00054,Positive,0.5719,50,50,1,Excellent customer service.,3,1
S004209,CUST00531,Positive,0.4404,225000,45000,5,Product quality could be better.,4,1
S004210,CUST00798,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S004211,CUST00972,Negative,-0.4585,180000,45000,4,"Delivery was late, not happy.",3,1
S004212,CUST01323,Positive,0.6808,3000,3000,1,"Worth the price, happy with the purchase.",4,1
S004213,CUST01890,Positive,0.8016,45000,45000,1,"Great product, very satisfied.",3,1
S004214,CUST01829,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S004215,CUST00439,Positive,0.4404,200,50,4,Product quality could be better.,4,1
S004216,CUST01346,Negative,-0.4585,12000,3000,4,"Delivery was late, not happy.",3,1
S004217,CUST01406,Positive,0.5719,6000,3000,2,Excellent customer service.,3,1
S004218,CUST01105,Positive,0.4201,200,50,4,Highly recommend to others.,3,1
S004219,CUST01617,Positive,0.6808,200,100,2,"Worth the price, happy with the purchase.",4,1
S004220,CUST00376,Negative,-0.4585,210000,70000,3,"Delivery was late, not happy.",3,1
S004221,CUST00420,Negative,-0.4767,75000,15000,5,"Terrible experience, will not buy again.",3,1
S004222,CUST00362,Negative,-0.4585,3000,3000,1,"Delivery was late, not happy.",3,1
S004223,CUST00596,Negative,-0.3089,50000,25000,2,"Met expectations, nothing special.",4,1
S004224,CUST00985,Positive,0.4404,12000,3000,4,Product quality could be better.,4,1
S004225,CUST01186,Negative,-0.3089,24000,8000,3,"Met expectations, nothing special.",4,1
S004226,CUST00294,Neutral,0.0,210000,70000,3,Too expensive for the features offered.,4,1
S004227,CUST01447,Positive,0.4404,36000,12000,3,Easy to use and reliable.,3,1
S004228,CUST00986,Negative,-0.4585,24000,12000,2,"Delivery was late, not happy.",3,1
S004229,CUST00080,Positive,0.5719,16000,8000,2,Excellent customer service.,3,1
S004230,CUST01363,Positive,0.4201,24000,12000,2,Highly recommend to others.,3,1
S004231,CUST01662,Positive,0.4404,180000,45000,4,Easy to use and reliable.,3,1
S004232,CUST01165,Positive,0.4404,12000,3000,4,Product quality could be better.,4,1
S004233,CUST00674,Positive,0.6808,60000,12000,5,"Worth the price, happy with the purchase.",4,1
S004234,CUST00787,Negative,-0.4585,135000,45000,3,"Delivery was late, not happy.",3,1
S004235,CUST01229,Neutral,0.0,15000,3000,5,Too expensive for the features offered.,4,1
S004236,CUST01722,Positive,0.4404,8000,8000,1,Product quality could be better.,4,1
S004237,CUST01321,Positive,0.4201,45000,45000,1,Highly recommend to others.,3,1
S004238,CUST01360,Positive,0.5719,75000,15000,5,Excellent customer service.,3,1
S004239,CUST01883,Positive,0.5719,125000,25000,5,Excellent customer service.,3,1
S004240,CUST00742,Positive,0.4201,40000,8000,5,Highly recommend to others.,3,1
S004241,CUST00815,Positive,0.6808,180000,45000,4,"Worth the price, happy with the purchase.",4,1
S004242,CUST00563,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S004243,CUST01380,Positive,0.4404,140000,70000,2,Product quality could be better.,4,1
S004244,CUST00357,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S004245,CUST00365,Positive,0.5719,180000,45000,4,Excellent customer service.,3,1
S004246,CUST00075,Negative,-0.3089,250,50,5,"Met expectations, nothing special.",4,1
S004247,CUST01463,Positive,0.4201,200,100,2,Highly recommend to others.,3,1
S004248,CUST01737,Positive,0.5719,200,50,4,Excellent customer service.,3,1
S004249,CUST00236,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S004250,CUST01202,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S004251,CUST01612,Negative,-0.4585,280000,70000,4,"Delivery was late, not happy.",3,1
S004252,CUST00252,Positive,0.5719,50000,25000,2,Excellent customer service.,3,1
S004253,CUST01074,Positive,0.4404,225000,45000,5,Easy to use and reliable.,3,1
S004254,CUST00772,Positive,0.6808,48000,12000,4,"Worth the price, happy with the purchase.",4,1
S004255,CUST00123,Positive,0.4404,75000,25000,3,Easy to use and reliable.,3,1
S004256,CUST01641,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S004257,CUST00863,Neutral,0.0,200,50,4,Too expensive for the features offered.,4,1
S004258,CUST00999,Positive,0.4404,90000,45000,2,Product quality could be better.,4,1
S004259,CUST01662,Positive,0.4201,225000,45000,5,Highly recommend to others.,3,1
S004260,CUST00651,Positive,0.4201,75000,25000,3,Highly recommend to others.,3,1
S004261,CUST01389,Positive,0.5719,70000,70000,1,Excellent customer service.,3,1
S004262,CUST00820,Negative,-0.3089,15000,3000,5,"Met expectations, nothing special.",4,1
S004263,CUST01901,Negative,-0.4767,225000,45000,5,"Terrible experience, will not buy again.",3,1
S004264,CUST00059,Positive,0.4404,48000,12000,4,Product quality could be better.,4,1
S004265,CUST01914,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S004266,CUST00030,Positive,0.5719,12000,12000,1,Excellent customer service.,3,1
S004267,CUST00248,Negative,-0.4767,300,100,3,"Terrible experience, will not buy again.",3,1
S004268,CUST00370,Negative,-0.4767,32000,8000,4,"Terrible experience, will not buy again.",3,1
S004269,CUST01404,Positive,0.6808,210000,70000,3,"Worth the price, happy with the purchase.",4,1
S004270,CUST00647,Negative,-0.4767,48000,12000,4,"Terrible experience, will not buy again.",3,1
S004271,CUST00499,Positive,0.5719,36000,12000,3,Excellent customer service.,3,1
S004272,CUST00582,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S004273,CUST00703,Positive,0.4201,36000,12000,3,Highly recommend to others.,3,1
S004274,CUST01999,Positive,0.4201,300,100,3,Highly recommend to others.,3,1
S004275,CUST01077,Positive,0.4404,140000,70000,2,Product quality could be better.,4,1
S004276,CUST01811,Positive,0.5719,60000,12000,5,Excellent customer service.,3,1
S004277,CUST01715,Positive,0.5719,32000,8000,4,Excellent customer service.,3,1
S004278,CUST01966,Positive,0.8016,48000,12000,4,"Great product, very satisfied.",3,1
S004279,CUST01116,Positive,0.6808,16000,8000,2,"Worth the price, happy with the purchase.",4,1
S004280,CUST01147,Negative,-0.4767,32000,8000,4,"Terrible experience, will not buy again.",3,1
S004281,CUST00468,Positive,0.4404,8000,8000,1,Easy to use and reliable.,3,1
S004282,CUST00451,Positive,0.6808,500,100,5,"Worth the price, happy with the purchase.",4,1
S004283,CUST01044,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S004284,CUST01053,Positive,0.6808,200,50,4,"Worth the price, happy with the purchase.",4,1
S004285,CUST01472,Positive,0.5719,250,50,5,Excellent customer service.,3,1
S004286,CUST01070,Positive,0.6808,75000,25000,3,"Worth the price, happy with the purchase.",4,1
S004287,CUST01575,Positive,0.8016,70000,70000,1,"Great product, very satisfied.",3,1
S004288,CUST00409,Negative,-0.4767,75000,15000,5,"Terrible experience, will not buy again.",3,1
S004289,CUST01664,Negative,-0.3089,40000,8000,5,"Met expectations, nothing special.",4,1
S004290,CUST01611,Negative,-0.4585,16000,8000,2,"Delivery was late, not happy.",3,1
S004291,CUST00113,Positive,0.4404,180000,45000,4,Easy to use and reliable.,3,1
S004292,CUST01304,Positive,0.6808,350000,70000,5,"Worth the price, happy with the purchase.",4,1
S004293,CUST00739,Positive,0.4404,40000,8000,5,Product quality could be better.,4,1
S004294,CUST00353,Negative,-0.3089,60000,15000,4,"Met expectations, nothing special.",4,1
S004295,CUST01808,Positive,0.8016,210000,70000,3,"Great product, very satisfied.",3,1
S004296,CUST01800,Positive,0.4201,100,50,2,Highly recommend to others.,3,1
S004297,CUST01887,Neutral,0.0,500,100,5,Too expensive for the features offered.,4,1
S004298,CUST00778,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S004299,CUST00438,Negative,-0.4585,15000,15000,1,"Delivery was late, not happy.",3,1
S004300,CUST00199,Negative,-0.4585,250,50,5,"Delivery was late, not happy.",3,1
S004301,CUST00551,Positive,0.4201,30000,15000,2,Highly recommend to others.,3,1
S004302,CUST01842,Positive,0.4201,75000,15000,5,Highly recommend to others.,3,1
S004303,CUST00488,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S004304,CUST00037,Neutral,0.0,125000,25000,5,Too expensive for the features offered.,4,1
S004305,CUST00782,Negative,-0.4585,3000,3000,1,"Delivery was late, not happy.",3,1
S004306,CUST00422,Positive,0.6808,70000,70000,1,"Worth the price, happy with the purchase.",4,1
S004307,CUST01673,Positive,0.6808,16000,8000,2,"Worth the price, happy with the purchase.",4,1
S004308,CUST01230,Positive,0.4201,12000,12000,1,Highly recommend to others.,3,1
S004309,CUST00234,Positive,0.4404,9000,3000,3,Product quality could be better.,4,1
S004310,CUST00852,Positive,0.8016,100000,25000,4,"Great product, very satisfied.",3,1
S004311,CUST00190,Positive,0.8016,16000,8000,2,"Great product, very satisfied.",3,1
S004312,CUST01189,Positive,0.5719,350000,70000,5,Excellent customer service.,3,1
S004313,CUST00237,Positive,0.4404,180000,45000,4,Easy to use and reliable.,3,1
S004314,CUST00194,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S004315,CUST00173,Positive,0.5719,45000,15000,3,Excellent customer service.,3,1
S004316,CUST01848,Positive,0.4404,135000,45000,3,Easy to use and reliable.,3,1
S004317,CUST01234,Positive,0.5719,100000,25000,4,Excellent customer service.,3,1
S004318,CUST00401,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S004319,CUST00749,Positive,0.4404,400,100,4,Easy to use and reliable.,3,1
S004320,CUST01456,Negative,-0.4767,100000,25000,4,"Terrible experience, will not buy again.",3,1
S004321,CUST00437,Negative,-0.3089,200,50,4,"Met expectations, nothing special.",4,1
S004322,CUST01110,Negative,-0.4585,16000,8000,2,"Delivery was late, not happy.",3,1
S004323,CUST01393,Positive,0.5719,100,50,2,Excellent customer service.,3,1
S004324,CUST00104,Neutral,0.0,3000,3000,1,Too expensive for the features offered.,4,1
S004325,CUST01201,Negative,-0.3089,9000,3000,3,"Met expectations, nothing special.",4,1
S004326,CUST01581,Positive,0.6808,36000,12000,3,"Worth the price, happy with the purchase.",4,1
S004327,CUST00854,Neutral,0.0,100,50,2,Too expensive for the features offered.,4,1
S004328,CUST00782,Neutral,0.0,40000,8000,5,Too expensive for the features offered.,4,1
S004329,CUST01970,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S004330,CUST01510,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S004331,CUST01610,Neutral,0.0,150,50,3,Too expensive for the features offered.,4,1
S004332,CUST00599,Positive,0.6808,6000,3000,2,"Worth the price, happy with the purchase.",4,1
S004333,CUST01515,Positive,0.4404,15000,15000,1,Easy to use and reliable.,3,1
S004334,CUST01815,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S004335,CUST00822,Positive,0.4404,32000,8000,4,Product quality could be better.,4,1
S004336,CUST00615,Positive,0.4201,500,100,5,Highly recommend to others.,3,1
S004337,CUST01524,Positive,0.6808,60000,12000,5,"Worth the price, happy with the purchase.",4,1
S004338,CUST01794,Positive,0.5719,300,100,3,Excellent customer service.,3,1
S004339,CUST00383,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S004340,CUST00511,Negative,-0.3089,135000,45000,3,"Met expectations, nothing special.",4,1
S004341,CUST01835,Positive,0.4404,250,50,5,Easy to use and reliable.,3,1
S004342,CUST00620,Positive,0.4201,200,100,2,Highly recommend to others.,3,1
S004343,CUST00466,Negative,-0.4767,36000,12000,3,"Terrible experience, will not buy again.",3,1
S004344,CUST01650,Positive,0.8016,100000,25000,4,"Great product, very satisfied.",3,1
S004345,CUST00739,Positive,0.8016,140000,70000,2,"Great product, very satisfied.",3,1
S004346,CUST00903,Positive,0.4404,6000,3000,2,Easy to use and reliable.,3,1
S004347,CUST00702,Negative,-0.3089,45000,45000,1,"Met expectations, nothing special.",4,1
S004348,CUST00555,Negative,-0.3089,45000,15000,3,"Met expectations, nothing special.",4,1
S004349,CUST01685,Positive,0.8016,200,50,4,"Great product, very satisfied.",3,1
S004350,CUST01292,Negative,-0.4767,210000,70000,3,"Terrible experience, will not buy again.",3,1
S004351,CUST00272,Positive,0.4404,280000,70000,4,Product quality could be better.,4,1
S004352,CUST01330,Positive,0.4404,100,100,1,Easy to use and reliable.,3,1
S004353,CUST01012,Negative,-0.3089,36000,12000,3,"Met expectations, nothing special.",4,1
S004354,CUST00240,Positive,0.4201,75000,15000,5,Highly recommend to others.,3,1
S004355,CUST00038,Positive,0.4404,8000,8000,1,Easy to use and reliable.,3,1
S004356,CUST01188,Positive,0.6808,50,50,1,"Worth the price, happy with the purchase.",4,1
S004357,CUST00608,Negative,-0.4767,8000,8000,1,"Terrible experience, will not buy again.",3,1
S004358,CUST00658,Negative,-0.3089,32000,8000,4,"Met expectations, nothing special.",4,1
S004359,CUST01894,Neutral,0.0,45000,45000,1,Too expensive for the features offered.,4,1
S004360,CUST00142,Positive,0.4404,50,50,1,Easy to use and reliable.,3,1
S004361,CUST00940,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S004362,CUST00483,Positive,0.4201,60000,12000,5,Highly recommend to others.,3,1
S004363,CUST01804,Positive,0.4404,60000,12000,5,Product quality could be better.,4,1
S004364,CUST00108,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S004365,CUST01225,Positive,0.5719,12000,12000,1,Excellent customer service.,3,1
S004366,CUST01461,Negative,-0.3089,135000,45000,3,"Met expectations, nothing special.",4,1
S004367,CUST00838,Positive,0.5719,8000,8000,1,Excellent customer service.,3,1
S004368,CUST00582,Positive,0.8016,50,50,1,"Great product, very satisfied.",3,1
S004369,CUST00172,Positive,0.8016,50,50,1,"Great product, very satisfied.",3,1
S004370,CUST00842,Positive,0.4404,36000,12000,3,Product quality could be better.,4,1
S004371,CUST01146,Neutral,0.0,140000,70000,2,Too expensive for the features offered.,4,1
S004372,CUST01966,Positive,0.4201,100,100,1,Highly recommend to others.,3,1
S004373,CUST01691,Negative,-0.4585,100,100,1,"Delivery was late, not happy.",3,1
S004374,CUST01956,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S004375,CUST01144,Positive,0.8016,100000,25000,4,"Great product, very satisfied.",3,1
S004376,CUST01515,Positive,0.4404,250,50,5,Easy to use and reliable.,3,1
S004377,CUST00344,Positive,0.4404,24000,8000,3,Product quality could be better.,4,1
S004378,CUST00807,Negative,-0.4767,200,50,4,"Terrible experience, will not buy again.",3,1
S004379,CUST00287,Negative,-0.4585,125000,25000,5,"Delivery was late, not happy.",3,1
S004380,CUST00860,Negative,-0.3089,24000,12000,2,"Met expectations, nothing special.",4,1
S004381,CUST01574,Positive,0.4404,48000,12000,4,Product quality could be better.,4,1
S004382,CUST00785,Positive,0.8016,200,50,4,"Great product, very satisfied.",3,1
S004383,CUST00648,Positive,0.4404,6000,3000,2,Easy to use and reliable.,3,1
S004384,CUST01598,Positive,0.5719,15000,3000,5,Excellent customer service.,3,1
S004385,CUST01496,Negative,-0.4585,8000,8000,1,"Delivery was late, not happy.",3,1
S004386,CUST01421,Positive,0.4404,48000,12000,4,Product quality could be better.,4,1
S004387,CUST01599,Positive,0.4201,40000,8000,5,Highly recommend to others.,3,1
S004388,CUST01961,Positive,0.4201,100,50,2,Highly recommend to others.,3,1
S004389,CUST00758,Negative,-0.3089,135000,45000,3,"Met expectations, nothing special.",4,1
S004390,CUST00907,Positive,0.6808,125000,25000,5,"Worth the price, happy with the purchase.",4,1
S004391,CUST00879,Positive,0.6808,12000,12000,1,"Worth the price, happy with the purchase.",4,1
S004392,CUST00777,Negative,-0.4585,45000,45000,1,"Delivery was late, not happy.",3,1
S004393,CUST01144,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S004394,CUST00016,Negative,-0.4767,100,100,1,"Terrible experience, will not buy again.",3,1
S004395,CUST00872,Positive,0.4201,150,50,3,Highly recommend to others.,3,1
S004396,CUST00451,Positive,0.4201,9000,3000,3,Highly recommend to others.,3,1
S004397,CUST01845,Neutral,0.0,9000,3000,3,Too expensive for the features offered.,4,1
S004398,CUST00707,Positive,0.4404,250,50,5,Product quality could be better.,4,1
S004399,CUST01983,Negative,-0.4767,200,50,4,"Terrible experience, will not buy again.",3,1
S004400,CUST00110,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S004401,CUST01076,Positive,0.8016,6000,3000,2,"Great product, very satisfied.",3,1
S004402,CUST01103,Neutral,0.0,400,100,4,Too expensive for the features offered.,4,1
S004403,CUST01318,Positive,0.4404,60000,15000,4,Easy to use and reliable.,3,1
S004404,CUST01354,Negative,-0.3089,250,50,5,"Met expectations, nothing special.",4,1
S004405,CUST00514,Positive,0.4404,400,100,4,Product quality could be better.,4,1
S004406,CUST01127,Positive,0.4404,90000,45000,2,Product quality could be better.,4,1
S004407,CUST01494,Positive,0.4404,25000,25000,1,Easy to use and reliable.,3,1
S004408,CUST01053,Positive,0.4404,6000,3000,2,Product quality could be better.,4,1
S004409,CUST01853,Positive,0.5719,12000,12000,1,Excellent customer service.,3,1
S004410,CUST01446,Negative,-0.3089,25000,25000,1,"Met expectations, nothing special.",4,1
S004411,CUST00695,Positive,0.5719,32000,8000,4,Excellent customer service.,3,1
S004412,CUST01300,Negative,-0.4585,24000,12000,2,"Delivery was late, not happy.",3,1
S004413,CUST00225,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S004414,CUST01975,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S004415,CUST01510,Negative,-0.4585,12000,3000,4,"Delivery was late, not happy.",3,1
S004416,CUST01782,Positive,0.6808,12000,12000,1,"Worth the price, happy with the purchase.",4,1
S004417,CUST01178,Positive,0.5719,500,100,5,Excellent customer service.,3,1
S004418,CUST01359,Positive,0.8016,24000,8000,3,"Great product, very satisfied.",3,1
S004419,CUST01744,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S004420,CUST01107,Positive,0.4201,135000,45000,3,Highly recommend to others.,3,1
S004421,CUST01903,Negative,-0.4585,60000,12000,5,"Delivery was late, not happy.",3,1
S004422,CUST00790,Neutral,0.0,100000,25000,4,Too expensive for the features offered.,4,1
S004423,CUST00227,Negative,-0.3089,200,100,2,"Met expectations, nothing special.",4,1
S004424,CUST01097,Positive,0.6808,6000,3000,2,"Worth the price, happy with the purchase.",4,1
S004425,CUST00052,Negative,-0.4767,50000,25000,2,"Terrible experience, will not buy again.",3,1
S004426,CUST01683,Negative,-0.4767,12000,12000,1,"Terrible experience, will not buy again.",3,1
S004427,CUST00048,Positive,0.8016,48000,12000,4,"Great product, very satisfied.",3,1
S004428,CUST00584,Positive,0.6808,30000,15000,2,"Worth the price, happy with the purchase.",4,1
S004429,CUST01887,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S004430,CUST01098,Positive,0.4404,24000,8000,3,Easy to use and reliable.,3,1
S004431,CUST01934,Positive,0.4201,6000,3000,2,Highly recommend to others.,3,1
S004432,CUST00762,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S004433,CUST01777,Positive,0.8016,90000,45000,2,"Great product, very satisfied.",3,1
S004434,CUST01438,Positive,0.6808,140000,70000,2,"Worth the price, happy with the purchase.",4,1
S004435,CUST00953,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S004436,CUST01983,Positive,0.4404,100,100,1,Product quality could be better.,4,1
S004437,CUST01072,Positive,0.4404,180000,45000,4,Easy to use and reliable.,3,1
S004438,CUST00771,Positive,0.4201,280000,70000,4,Highly recommend to others.,3,1
S004439,CUST00420,Positive,0.5719,48000,12000,4,Excellent customer service.,3,1
S004440,CUST01660,Positive,0.4404,8000,8000,1,Product quality could be better.,4,1
S004441,CUST00468,Positive,0.6808,75000,15000,5,"Worth the price, happy with the purchase.",4,1
S004442,CUST00225,Positive,0.4404,50,50,1,Easy to use and reliable.,3,1
S004443,CUST00870,Positive,0.6808,12000,12000,1,"Worth the price, happy with the purchase.",4,1
S004444,CUST01787,Positive,0.5719,32000,8000,4,Excellent customer service.,3,1
S004445,CUST00589,Positive,0.6808,100,50,2,"Worth the price, happy with the purchase.",4,1
S004446,CUST01262,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S004447,CUST00208,Negative,-0.3089,9000,3000,3,"Met expectations, nothing special.",4,1
S004448,CUST00261,Neutral,0.0,200,50,4,Too expensive for the features offered.,4,1
S004449,CUST01723,Positive,0.6808,25000,25000,1,"Worth the price, happy with the purchase.",4,1
S004450,CUST01775,Neutral,0.0,45000,15000,3,Too expensive for the features offered.,4,1
S004451,CUST00054,Positive,0.4404,250,50,5,Easy to use and reliable.,3,1
S004452,CUST01851,Positive,0.6808,300,100,3,"Worth the price, happy with the purchase.",4,1
S004453,CUST01399,Negative,-0.4767,8000,8000,1,"Terrible experience, will not buy again.",3,1
S004454,CUST01511,Positive,0.4404,100,100,1,Easy to use and reliable.,3,1
S004455,CUST01023,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S004456,CUST00840,Positive,0.5719,30000,15000,2,Excellent customer service.,3,1
S004457,CUST01528,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S004458,CUST00856,Positive,0.5719,24000,8000,3,Excellent customer service.,3,1
S004459,CUST00109,Positive,0.6808,60000,12000,5,"Worth the price, happy with the purchase.",4,1
S004460,CUST01601,Positive,0.6808,3000,3000,1,"Worth the price, happy with the purchase.",4,1
S004461,CUST01529,Positive,0.8016,9000,3000,3,"Great product, very satisfied.",3,1
S004462,CUST01394,Neutral,0.0,225000,45000,5,Too expensive for the features offered.,4,1
S004463,CUST01235,Negative,-0.4585,60000,15000,4,"Delivery was late, not happy.",3,1
S004464,CUST01841,Positive,0.4404,45000,45000,1,Easy to use and reliable.,3,1
S004465,CUST00960,Positive,0.4404,350000,70000,5,Easy to use and reliable.,3,1
S004466,CUST00909,Positive,0.4404,45000,15000,3,Product quality could be better.,4,1
S004467,CUST00187,Positive,0.6808,16000,8000,2,"Worth the price, happy with the purchase.",4,1
S004468,CUST00665,Positive,0.4404,125000,25000,5,Product quality could be better.,4,1
S004469,CUST01077,Positive,0.4404,6000,3000,2,Easy to use and reliable.,3,1
S004470,CUST01038,Positive,0.5719,300,100,3,Excellent customer service.,3,1
S004471,CUST01626,Positive,0.8016,350000,70000,5,"Great product, very satisfied.",3,1
S004472,CUST01300,Neutral,0.0,60000,12000,5,Too expensive for the features offered.,4,1
S004473,CUST01386,Positive,0.5719,100000,25000,4,Excellent customer service.,3,1
S004474,CUST00942,Positive,0.6808,280000,70000,4,"Worth the price, happy with the purchase.",4,1
S004475,CUST00088,Positive,0.6808,15000,15000,1,"Worth the price, happy with the purchase.",4,1
S004476,CUST01804,Positive,0.4201,40000,8000,5,Highly recommend to others.,3,1
S004477,CUST01712,Positive,0.4201,70000,70000,1,Highly recommend to others.,3,1
S004478,CUST01895,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S004479,CUST01644,Positive,0.8016,70000,70000,1,"Great product, very satisfied.",3,1
S004480,CUST01834,Positive,0.8016,200,50,4,"Great product, very satisfied.",3,1
S004481,CUST01611,Negative,-0.3089,60000,15000,4,"Met expectations, nothing special.",4,1
S004482,CUST00271,Positive,0.4404,15000,3000,5,Product quality could be better.,4,1
S004483,CUST00916,Negative,-0.3089,140000,70000,2,"Met expectations, nothing special.",4,1
S004484,CUST00328,Positive,0.4201,24000,12000,2,Highly recommend to others.,3,1
S004485,CUST00673,Positive,0.4404,50000,25000,2,Product quality could be better.,4,1
S004486,CUST00577,Positive,0.4404,70000,70000,1,Product quality could be better.,4,1
S004487,CUST01150,Positive,0.4404,500,100,5,Product quality could be better.,4,1
S004488,CUST00277,Negative,-0.4585,50000,25000,2,"Delivery was late, not happy.",3,1
S004489,CUST00857,Neutral,0.0,350000,70000,5,Too expensive for the features offered.,4,1
S004490,CUST00930,Positive,0.8016,45000,45000,1,"Great product, very satisfied.",3,1
S004491,CUST00612,Positive,0.6808,250,50,5,"Worth the price, happy with the purchase.",4,1
S004492,CUST01701,Positive,0.8016,180000,45000,4,"Great product, very satisfied.",3,1
S004493,CUST00286,Negative,-0.4585,45000,15000,3,"Delivery was late, not happy.",3,1
S004494,CUST00704,Positive,0.5719,36000,12000,3,Excellent customer service.,3,1
S004495,CUST00874,Neutral,0.0,16000,8000,2,Too expensive for the features offered.,4,1
S004496,CUST01107,Positive,0.5719,300,100,3,Excellent customer service.,3,1
S004497,CUST00751,Positive,0.4404,135000,45000,3,Easy to use and reliable.,3,1
S004498,CUST00385,Positive,0.4404,50000,25000,2,Product quality could be better.,4,1
S004499,CUST00395,Positive,0.5719,3000,3000,1,Excellent customer service.,3,1
S004500,CUST00352,Positive,0.4404,45000,15000,3,Product quality could be better.,4,1
S004501,CUST01299,Positive,0.4404,350000,70000,5,Product quality could be better.,4,1
S004502,CUST01278,Positive,0.4201,100,50,2,Highly recommend to others.,3,1
S004503,CUST00987,Positive,0.4404,150,50,3,Easy to use and reliable.,3,1
S004504,CUST01508,Neutral,0.0,180000,45000,4,Too expensive for the features offered.,4,1
S004505,CUST01235,Positive,0.8016,36000,12000,3,"Great product, very satisfied.",3,1
S004506,CUST01406,Positive,0.4404,280000,70000,4,Easy to use and reliable.,3,1
S004507,CUST01895,Positive,0.5719,3000,3000,1,Excellent customer service.,3,1
S004508,CUST00482,Positive,0.6808,8000,8000,1,"Worth the price, happy with the purchase.",4,1
S004509,CUST01463,Negative,-0.4585,45000,45000,1,"Delivery was late, not happy.",3,1
S004510,CUST01141,Positive,0.8016,300,100,3,"Great product, very satisfied.",3,1
S004511,CUST01184,Negative,-0.3089,60000,12000,5,"Met expectations, nothing special.",4,1
S004512,CUST01548,Negative,-0.4585,40000,8000,5,"Delivery was late, not happy.",3,1
S004513,CUST01301,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S004514,CUST00173,Positive,0.4404,90000,45000,2,Product quality could be better.,4,1
S004515,CUST00100,Positive,0.4404,45000,45000,1,Easy to use and reliable.,3,1
S004516,CUST01837,Negative,-0.4585,70000,70000,1,"Delivery was late, not happy.",3,1
S004517,CUST00097,Negative,-0.3089,15000,15000,1,"Met expectations, nothing special.",4,1
S004518,CUST00474,Positive,0.5719,9000,3000,3,Excellent customer service.,3,1
S004519,CUST01937,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S004520,CUST01151,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S004521,CUST00247,Negative,-0.4585,125000,25000,5,"Delivery was late, not happy.",3,1
S004522,CUST01141,Negative,-0.3089,180000,45000,4,"Met expectations, nothing special.",4,1
S004523,CUST00651,Positive,0.8016,125000,25000,5,"Great product, very satisfied.",3,1
S004524,CUST00367,Neutral,0.0,300,100,3,Too expensive for the features offered.,4,1
S004525,CUST00492,Negative,-0.4767,48000,12000,4,"Terrible experience, will not buy again.",3,1
